Crânio;Pele;TECIDO;Caixa;NROTR;NROCT;NROCAMPO;NROPUC;GENERO;ESPECIE;SEXO;PESO;HORAC;DIA;MES;ANO;NROLOCAL;LOCAL;BLOCOPOP;TERRENO;FORMACAO;S LATITUDE;W LONGITUDE;ALTITUDE;COLETORES;CORPOmm;CAUDAmm;PESEMGARRA;INCISIVO;PECOMGARRA;VAGINA;LEITE;ESTADOREPROD;2N;NF;TESTICULOS;COMPTESDIR;COMPTESESQ;DIATESDIR;DIATESESQ;NROEMB;UTERODIR;UTEROESQ;EMB1;EMB2;EMB3;EMB4;PESOCRSTAL;NRODIPLOI;NA;METAS;ACROS;PAR1;PAR2;BANDAG;BANDAC;DAPI;NOR;MITOSE;MEIOSE;COMSINAP;CHROMOMIC;COMPCRANIO;CCONDBASAL;COMPNASAL;LNASAL;LBIMEATAL;LBIZIGOMAT;LMASTOIDE;LFRONTAL;LROSTRAL;LCXCRANIAN;FORPORBITA;CCONDNASAL;DIASTEMA;CBULA;LBULA;LINCISIVO;COMPIVPMOL;CSMOLAR;LMANDIBULA;CPALATAL;ISQUION;CPUBIS;CILEUM;LPUBIS;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;Field1;GOT-1;GOT-2;AAT1;AAT2;LAP;PGI;IDH1;MDH1;MDH2;SOD;PGM1;PGM2;PGM3;ACP;ES-4;ES6;PGD;AL;TF;PT-1;PT-2;PT-3;HB;GLO-I;FIGADO;RIM;CORACAO;ESTÔMAGO;MUSCULO;PARASITAS;RECAPTURA1;RECAPTURA2;OBSERVAÇÕES
Dep. Genética;;caixa 11;H;;TR.042;0000000;;Ctenomys;minutus;f;90;16:30;28;22;1985;24;Praia do Barco;;Dunas;Qbd4;2940;5000;6;Freitas & Zanchin;195;67;28;;31;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.01;46;76;32;12;;;+;+;;;;;;;34,60;33,90;12,95; 5,20;21,45;21,70;21,80; 7,90; 8,90;15,30; 7,80;23,80; 9,20;12,80; 5,60; 2,50; 2,60; 7,15;27,30;15,70;7.65;10.5;16.9;1.3;10.7;4;7.2;10.45;12.5;18.5;19.5;20.45;23.9;25;;;;c;bc;b;b;a;b;c;;a;b;;b;;c;;;;;;;;;+;+;+;;+;;;;
Dep. Genética;;caixa 11;B, C, H;;TR.043;0000000;;Ctenomys;minutus;f;110;17:25;28;11;1985;24;Praia do Barco;;Dunas;Qbd4;2940;5000;6;Freitas & Oliveira;210;59;28;;30;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.011;46;76;32;12;;;+;+;-;-;;-;;-;36,10;34,70;14,30; 5,00;23,25;23,00;23,30; 8,30; 8,95;17,45; 8,10;24,60; 9,65;13,00; 6,10; 2,10; 2,95; 7,90;28,60;16,90;0;0;0;0;10.8;4.5;8.2;0;0;0;0;0;24.5;0;;;;c;c;b;b;a;a;b;;a;b;;b;;b;;;;;;;;;+;+;+;;+;;;;
;;;;;TR.044;0000000;;Ctenomys;flamarioni;m;250;18:30;28;11;1985;24;Praia do Barco;;Dunas-junto c/C.minutus;Qbd4;2940;5000;6;Freitas & D. Moreira;292;95;38;;43;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.031;48;76;30;16;;;+;+;-;-;;-;;-;50,00;48,05;20,20; 7,30;29,75;30,05;27,60; 8,85;12,85;18,10; 9,60;32,90;13,50;17,05; 8,50; 3,40; 4,10;10,80;39,80;23,35;0;0;0;0;6.7;14.8;11;14.85;15.2;0;0;27.2;33.2;34.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 14;;;TR.045;0000000;;Ctenomys;flamarioni;m;250;18:40;28;11;1985;24;Praia do Barco;;Dunas, junto c/ C.minutus;Qbd4;2940;5000;6;Freitas & Zanchin;295;83;38;;44;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.024;48;72;26;10;;;+;+;-;-;;-;;-;49,80;47,10;19,40; 7,70;30,00;29,95;28,00; 9,00;12,60;18,20;10,00;32,90;14,40;17,60; 7,70; 3,10; 3,90;10,50;39,30;23,60;12.1;18.4;27.5;1.55;6.45;16.3;11;14.3;15.15;25.9;27;27.2;33.1;34.5;;;;;;;;;;;;;;;;;;;;;;;;;;+;;+;;+;;;;
Dep. Genética;;caixa 11;B, C, H;;TR.046;0000000;;Ctenomys;minutus;m;200;19:00;28;11;1985;24;Praia do Barco;;Dunas, junto c/C.flamarioni;Qbd4;2940;5000;6;Freitas & Oliveira;263;80;34;;40;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.02;46;76;32;12;;;+;+;-;-;;-;;-;45,40;43,80;17,50; 6,50;27,00;28,20;37,60; 9,80;11,15;18,50;10,10;30,50;13,80;16,00; 7,30; 3,00; 4,00; 9,90;36,60;22,50;12.2;16.9;25;7.3;5.9;14.4;10.4;13.5;15.7;24.2;25.2;26;31.35;33.3;;;;bc;bc;b;b;a;a;a;;a;b;;b;;c;;;;;;;;;+;+;+;;+;;;;
;;;;;TR.047;0000000;;Ctenomys;flamarioni;m;300;16:20;17;12;1985;25;Santa Terezinha;;Dunas;Qbd4;2950;5010;5;Freitas & D. Moreira;310;10.2;41;;46;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.028;48;64;18;28;;;+;+;-;-;;-;;-;51,00;48,30;20,45; 7,70;30,00;30,00;28,15; 8,35;12,45;17,50;10,25;33,75;13,90;17,60; 8,05; 3,10; 4,00;10,70;39,50;24,30;11.8;17.8;26.1;1.6;6.55;16.1;10.85;14.15;15.8;27.2;27.5;28.55;34.4;35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.048;0000000;;Ctenomys;flamarioni;f;200;16:30;17;12;1985;25;Santa Terezinha;;Dunas;Qbd4;2950;5010;5;Freitas & D. Moreira;270;91;38;;43;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.025;48;72;26;20;;;+;+;-;-;;-;;-;46,50;44,80;18,35; 7,20;27,50; 0,00;24,55; 8,30;11,70;17,70; 8,30;31,25;13,25;16,60; 7,25; 3,20; 3,80;10,10;36,30;21,40;10.7;20;24.6;1.6;5.9;15.3;11.4;13.5;14.7;24.15;24.65;26;31.2;32.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.049;0000000;;Ctenomys;flamarioni;f;200;17:00;17;12;1985;25;Santa Terezinha;;Dunas;Qbd4;2950;5010;5;Freitas & . Moreira;298;98;38;;44;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.0265;48;76;30;16;;;+;+;-;-;;-;;-;49,30;47,00;18,45; 7,25;29,25;29,35;27,80; 8,90;12,50;17,70; 9,75;33,10;13,70;16,40; 7,85; 3,45; 3,85;10,55;37,20;22,45;10.8;17.2;24.2;1.6;6.1;14.3;9.8;13.2;15.9;25;26.8;26.85;32.5;34.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.050;0000000;;Ctenomys;flamarioni;f;0;18:30;17;12;1985;25;Santa Terezinha;;Dunas;Qbd4;2950;5010;5;Freitas & D. Moreira;245;85;34;;37;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-;-;-;-;;-;;-;39,40;38,20;15,60; 5,45;24,70;24,95;23,10; 7,40;10,10;16,10; 7,60;27,10; 9,50;14,30; 6,60; 2,65; 3,20; 8,85; 0,00;17,70;8.2;12;18.65;1.3;4.7;12;8.8;11.7;12.7;21;21.8;0;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.051;0000000;;Ctenomys;flamarioni;m;300;16:45;18;12;1985;26;Capao Novo;;Dunas,junto c/C.minutus;Qbd4;2940;5000;6;Freitas & D. Moreira;295;90;40;;45;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.031;0;0;0;0;;;-;-;-;-;;-;;-;50,00;47,80;20,30; 8,00;29,60;29,60;27,10; 8,00;13,05;17,40;10,50;33,20;14,60;16,65; 7,05; 3,50; 4,95;10,90;39,25;23,80;11.2;18.15;27.5;1.7;6.8;16;9.8;15;15.95;25.5;26.9;28.3;33.75;35.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;;;;TR.052;0000000;;Ctenopmy;minutus;m;250;16:50;18;12;1985;26;Capao Novo;;Dunas,junto c/C.flamarioni;Qbd4;2940;5000;6;Freitas & D. Moreira;265;80;32;;39;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.017;46;76;32;12;;;+;+;-;-;;-;;-;46,50;44,00;16,70; 6,50;26,45;27,70;26,50; 9,00;11,60;17,50; 9,90;31,05;13,00;16,50; 7,10; 3,50; 4,00; 9,60;35,90;22,20;11.75;17.9;27.25;2.1;5.8;13.7;9.6;13;16.1;23.9;25.6;27;31.6;35.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.053;0000000;;Ctenomys;flamarioni;f;0;17:00;18;12;1985;26;Capao Novo;;Dunas;Qbd4;2940;5000;6;Freitas & D. Moreira;224;75;30;;35;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-;-;-;-;;-;;-;36,90;36,30;14,60; 5,10;22,50;22,75;22,00; 7,30; 9,40;16,10; 6,85;25,30; 9,70;13,50; 5,85; 2,50; 3,30; 8,90;27,00;16,70;7.5;17.35;17.35;1.15;4.3;11.3;9.3;10.6;12;18.6;20.3;20.7;25.1;25.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.054;0000000;;Ctenomys;flamarioni;f;180;16:40;18;12;1985;26;Capao Novo;;Dunas junto c/C.minutus;Qbd4;2940;5000;6;Freitas & D. Moreira;280;93;34;;38;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.024;48;76;30;16;;;+;-;-;-;;-;;-;45,00;43,10;17,60; 7,20;27,45;27,30;26,10; 7,95;10,90;16,85; 8,60;30,10;11,70;15,75; 7,05; 3,20; 3,85;10,10;34,40;20,30;10.4;17.45;24.3;1.4;13.4;5.3;9;13;14.3;23.5;24.4;24.65;29.9;31.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;;;;TR.055;0000000;;Ctenomys;minutus;m;240;17:35;18;12;1985;26;Capao Novo;;Dunas;Qbd4;2940;5000;6;Freitas & D. Moreira;275;80;35;;40;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;46;76;32;12;;;+;-;-;-;;-;;-;47,50;45,30;18,30; 6,90;29,00;29,60;28,50; 9,70;12,20;18,10;10,80;30,70;14,70;16,60; 7,30; 3,30; 3,80; 9,45;37,20;23,45;12.6;16.7;26.2;2.3;6.8;14.8;10.55;14;16.4;26.65;27;27.15;32.2;34.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.056;0000000;;Ctenomys;minutus;m;220;17:35;18;12;1985;26;Capao Novo;;Dunas junto c/C.flamarioni;Qbd4;2940;5000;6;Freitas & D. Moreira;260;70;32;;37;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.021;46;76;32;12;;;+;-;-;-;;-;;-;45,50;43,45;17,05; 7,15;27,45;26,85;27,20; 9,80;10,85;17,35;10,00;30,90;13,50;15,45; 7,00; 3,10; 4,10; 9,60;35,75;22,00;12;25.5;15.5;1.9;8.5;15.9;10.7;14.5;15.9;24.45;25.55;26.4;31.6;33.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;caixa 14;;;TR.057;0000000;;Ctenomys;torquatus;f;131;16:30;19;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;234;69;30;;33;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.012;46;72;28;16;;;-;+;-;-;;-;;-;41,45;40,30;14,50; 5,50;25,25;26,60;25,50; 9,30;12,00;16,85; 9,10;27,50;12,20;14,30; 7,40; 3,30; 3,50; 8,60;32,00;19,10;9.5;14.15;20.25;1.95;5.5;12.9;8.7;12.65;14.7;22.4;23.8;23.7;28.1;29.05;;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;;+;;;;
;;caixa 14;;;TR.058;0000000;;Ctenomys;torquatus;f;178;18:30;19;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;240;67;29;;33;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.029;48;76;28;18;;;+;-;-;-;;-;;-; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00; 0,00;10.2;16.6;23.7;1.65;5.35;13.3;10;13;14.05;22.7;22.9;23.3;29.1;30.3;;;;;;;;;;;;;;;;;;;;;;;;;;+;;+;;;;;;
;;;K;;TR.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.060;0000000;;Ctenomys;flamarioni;f;215;11:15;21;1;1986;48;Faz. Cacapava EEtaim;;Dunas;;3315;5245;10;Freitas & D. Moreira;280;83;34;;38;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.022;48;50;14;32;;;-;+;-;-;;-;;-;45,90;44,00;16,25; 7,05;28,50;27,70;26,80; 8,80;12,00;17,80; 9,90;31,45;12,20;11,10; 7,70; 3,10; 3,70;10,00;36,00;21,20;11.1;18.7;24.1;2.25;6.1;14.7;9.5;13.2;15.4;24.4;25.3;26.8;31.5;34.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.061;0000000;;Ctenomys;flamarioni;m;330;13:15;20;1;1986;48;Faz Cacapava EETaim;;Dunas;;3315;5245;10;Freitas & Oliveira;330;82;37;;42;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.027;48;50;14;32;;;+;+;-;-;;-;;-;51,25;48,30;19,50; 8,55;30,50;30,30;29,00; 9,40;12,95;18,10;10,10;33,30;13,70;18,75; 7,00; 3,50; 3,85;10,80;39,60;23,70;12.2;18;25.3;1.55;6.5;15.9;11;14.2;16.3;27.15;28;29;34.5;37.1;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;;;+;;;;
;;caixa 14;;;TR.062;0000000;;Ctenomys;flamarioni;f;208;14:30;20;1;1986;48;Faz Cacapava EEtaim;;Duna;;3315;5245;10;Freitas & Zanchin;281;84;36;;42;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.024;48;58;12;34;;;+;+;-;-;;-;;-;46,10;44,85;18,70; 7,10;28,55;28,60;27,50; 8,90;11,45;18,20; 8,75;31,50;11,40;15,30; 8,50; 3,45; 3,80;10,20;35,33;20,60;10.7;18.85;23.5;1.5;5.75;14.3;10.25;13.5;15.65;25.1;26;27.5;31.5;34;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
;;;;;TR.063;0000000;;Ctenomys;flamarioni;m;183;14:30;20;1;1986;48;Faz Cacapava EETaim;;Dunas;;3315;5245;10;Freitas & D. Moreira;278;82;37;;42;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.018;48;50;14;32;;;+;+;-;-;;-;;-;46,35;44,50;18,50; 6,85;28,50;28,10;28,30; 8,70;12,00;18,60; 9,00;31,00;11,50;17,15; 8,20; 3,10; 3,70; 9,80;33,55;20,30;10.7;10.85;22.3;1.4;6;14.3;8.05;12.6;14.2;24.2;25.25;26.1;31.5;33.35;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
;;caixa 14;;;TR.064;0000000;;Ctenomys;flamarioni;m;147;14:45;20;1;1986;48;Faz Cacapava EETaim;;Dunas;;3315;5245;10;Freitas & Oliveira;250;85;35;;38;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.019;48;56;10;36;;;+;+;-;-;;-;;-;47,50;41,10;18,70; 6,50;26,60;26,30;25,80; 8,70;10,90;17,60; 8,55;28,30;10,20;15,40; 7,40; 3,10; 3,30; 8,80;31,40;18,60;9.3;14.3;21.5;1.5;5.4;13.6;8.7;12;13.7;22.5;23.5;24.2;28.3;30.4;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
;;;;;TR.065;0000000;;Ctenomys;flamarioni;f;0;15:00;20;1;1986;48;Faz Cacapava EEtaim;;Dunas;;3315;5245;10;Freitas & Zanchin;230;78;35;;40;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;-;-;-;-;;-;;-;40,85;39,60;16,40; 6,75;25,60;25,25;25,20; 8,40;10,70;18,10; 8,00;27,60; 9,70;15,10; 7,50; 3,10; 3,30; 8,55;29,80;18,30;9;12.5;18.5;1.4;5;13.3;9.9;11.2;13.2;21.8;22.7;23.2;28.1;29.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.066;0000000;;Ctenomys;flamarioni;f;0;15:45;20;1;1986;48;Faz Cacapava EEtaim;;Dunas;;3315;5245;10;Freitas & Oliveira;283;79;35;;40;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.025;48;50;10;36;;;+;+;-;-;;-;;-;46,60;44,60;16,40; 7,40;29,10;28,70;28,20; 8,65;11,65;17,55; 9,55;31,70;12,20;16,70; 8,90; 3,10; 3,85;10,00;36,85;20,95;11.2;18.5;24.9;1.55;5.75;14.65;8.1;12.9;14.9;25.3;26.1;27.35;32.1;34.8;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;;;;TR.067;0000000;;Ctenomys;flamarioni;m;0;15:50;20;1;1986;48;Faz Cacapava EEtaim;;Dunas;;3315;5245;10;Freitas & Oliveira;290;90;39;;44;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.023;48;56;10;36;;;+;+;-;-;;+;;-;50,40;48,45;20,10; 8,40;30,90;30,50;29,20; 9,40;12,80;18,30;10,70;34,00;12,90;17,60; 8,35; 3,70; 4,00;10,50;38,70;22,60;12.05;18;25.75;1.6;6.4;16.3;11.8;15;16.5;26.6;27.3;28.4;34.5;37.1;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;;;;;
;;;;;TR.069;;;;;m;18;5;;;;;Taim(s);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;D;;TR.068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;;;;TR.070;0000000;;Ctenomys;torquatus;m;210;18:30;21;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;247;54;31;;38;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.026;0;0;0;0;;;-;-;-;-;;-;;-;46,65;44,50;16,40; 6,95;26,85;28,35;25,95; 9,20;12,80;16,80; 9,80;29,65;13,60;14,90; 7,05; 3,55; 4,05; 9,50;36,30;22,50;11.7;15.6;24.65;2.3;6;14.5;12.8;13.95;16.1;24.4;26.15;25;31.1;32.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixa 14;;;TR.071;0000000;;Ctenomys;torquatus;f;210;10:45;23;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;268;70;32;;37;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.029;0;0;0;0;;;-;-;-;-;;-;;-;46,60;44,71;16,30; 6,45;26,35;28,00;25,85; 9,05;12,35;16,90; 9,90;28,65;13,45;16,15; 7,05; 3,50; 3,70;10,00;34,80;22,00;10.95;17.65;24.35;2.2;5.8;13.7;11.5;14.1;15.55;23.9;25;24.6;30.6;31.7;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
Dep. Genética;;caixa 14;A;;TR.072;0000000;;Ctenomys;torquatus;f;160;10:45;23;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;245;67;30;;34;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.0125;0;0;0;0;;;+;-;-;-;;-;;-;40,70;39,50;14,80; 5,70;24,95;26,60;24,40; 8,85;11,30;16,25; 8,80;26,50;11,55;14,00; 7,10; 3,45; 3,30; 8,50;30,80;13,75;9.05;14;18.6;1.6;5.25;13.4;10.65;12.5;15;22;23.8;23.15;27.7;29.4;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
Dep. Genética;;caixa 14;;;TR.073;0000000;;Ctenomys;torquatus;f;160;10:45;23;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;260;75;33;;37;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.0105;46;74;30;14;;;+;-;-;-;;-;;-;43,55;41,30;16,10; 6,75;26,70;28,30;25,65; 9,45;12,00;17,10; 9,60;27,20;12,50;14,90; 5,85; 3,40; 3,50; 8,70;32,90;19,40;10;9.6;20.95;1.9;5.75;13.65;8.5;13.5;16.65;23.1;24.95;23.3;29.15;30.45;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
;;;;;TR.074;;;;;f;165;15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;K;;TR.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;K;;TR.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;K;;TR.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;K;;TR.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;K;;TR.079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;K;;TR.080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.081;;;;;m;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.082;;;;;f;24;18:00;;;;;Taim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;K;;TR.083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;K;;TR.084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixa 14;;;TR.085;0000000;;Ctenomys;torquatus;f;145;12:00;23;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;238;70;31;;34;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.01;46;74;30;18;;;-;-;-;-;;-;;-;40,10;38,80;14,40; 5,20;24,40;26,00;24,00; 8,65;10,65;16,65; 8,40;26,30;11,40;14,60; 6,95; 7,75; 3,45; 8,40;30,50;18,00;0;0;0;0;4.2;12.7;8.4;12.6;14.6;21.6;23.05;22.5;27.1;28.3;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
Dep. Genética;;;;;TR.086;0000000;;Ctenomys;torquatus;m;192;12:00;23;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;258;70;33;;36;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.012;0;0;0;0;;;+;-;-;-;;-;;-;42,70;41,40;15,25; 5,80;26,35;28,00;25,70; 9,40;12,30;17,25; 9,05;27,80;12,50;14,90; 7,00; 3,55; 3,65; 8,90;33,40;19,50;10.25;14.1;21.2;1.9;5.6;13.45;10.5;13.45;15.65;23;24.45;23.85;29.1;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;;caixa 14;;;TR.087;0000000;;Ctenomys;torquatus;f;145;15:30;23;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;250;65;32;;35;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.012;46;70;0;0;;;+;-;-;-;;-;;-;39,25;37,85;13,35; 5,40;29,20;25,60;23,50; 8,50;10,85;16,55; 8,35;25,90;11,20;13,80; 6,75; 3,00; 3,55; 8,75;30,20;18,20;10.6;13.95;18.35;1.45;5.25;12.2;9;12.3;14.25;21.1;22.15;21.85;26.3;28;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;+;;+;;;;
Dep. Genética;;caixa 14;;;TR.088;0000000;;Ctenomys;torquatus;f;145;16:30;23;1;1986;44;EE Taim;;Campo;;3230;5245;17;Freitas & D. Moreira;238;65;32;;35;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0.011;46;72;0;0;;;+;-;-;-;;-;;-;40,60;38,40;14,20; 5,05;24,50;25,90;23,80; 8,85;11,20;16,80; 8,70;25,60;11,55;14,35; 6,75; 3,00; 3,50; 8,10;30,50;18,20;8.9;13.1;19.65;1.5;5.2;12.2;9.35;12.7;14.6;21.4;22.75;22.25;25.9;28.1;;;;;;;;;;;;;;;;;;;;;;;;;;+;+;;;+;;;;
;;;;;TR.089;;;;;f;;;;6;1986;;EE Taim;;;;;;;TRO Freitas A. Christoff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.109;;;;;m;;;;;;;EE Taim;;;;;;;TRO Freitas A. Christoff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
