Crânio;Pele;TECIDO;Caixa;NROTR;NROCT;NROCAMPO;NROPUC;GENERO;ESPECIE;SEXO;PESO;HORAC;DIA;MES;ANO;NROLOCAL;LOCAL;BLOCOPOP;TERRENO;FORMACAO;S LATITUDE;W LONGITUDE;ALTITUDE;COLETORES;CORPOmm;CAUDAmm;PESEMGARRA;INCISIVO;PECOMGARRA;VAGINA;LEITE;ESTADOREPROD;2N;NF;TESTICULOS;COMPTESDIR;COMPTESESQ;DIATESDIR;DIATESESQ;NROEMB;UTERODIR;UTEROESQ;EMB1;EMB2;EMB3;EMB4;PESOCRSTAL;NRODIPLOI;NA;METAS;ACROS;PAR1;PAR2;BANDAG;BANDAC;DAPI;NOR;MITOSE;MEIOSE;COMSINAP;CHROMOMIC;COMPCRANIO;CCONDBASAL;COMPNASAL;LNASAL;LBIMEATAL;LBIZIGOMAT;LMASTOIDE;LFRONTAL;LROSTRAL;LCXCRANIAN;FORPORBITA;CCONDNASAL;DIASTEMA;CBULA;LBULA;LINCISIVO;COMPIVPMOL;CSMOLAR;LMANDIBULA;CPALATAL;ISQUION;CPUBIS;CILEUM;LPUBIS;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;Field1;GOT-1;GOT-2;AAT1;AAT2;LAP;PGI;IDH1;MDH1;MDH2;SOD;PGM1;PGM2;PGM3;ACP;ES-4;ES6;PGD;AL;TF;PT-1;PT-2;PT-3;HB;GLO-I;FIGADO;RIM;CORACAO;ESTÔMAGO;MUSCULO;PARASITAS;RECAPTURA1;RECAPTURA2;OBSERVAÇÕES
Dep. Genética;Dep. Genética;;;;TR.1175;;;Ctenomys;minutus;f;180;11:15;15;4;2008;;Ilhas, SC;;Campo Arenoso;;S 28°54'25.8'';W 49°20'27.3'';;Carla Lopes, Gabriela;257;72;34;2.41;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;Dep. Genética;;;;TR.1176;;;Ctenomys;minutus;f;200;11:30;15;4;2008;;Ilhas, SC;;Campo Arenoso;;S 28°54'28.3'';W 49°20'28.8'';;Carla Lopes, Gabriela;240;76;32;2.66;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;Dep. Genética;;;;TR.1177;;;Ctenomys;minutus;f;185;11:30;15;4;2008;;Ilhas, SC;;Campo Arenoso;;S 28°54'28.8'';W 49°20'28.1'';;Carla Lopes, Gabriela;247;77;33;2.46;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;Dep. Genética;;;;TR.1178;;;Ctenomys;minutus;f;180;11:40;15;4;2008;;Ilhas, SC;;Campo Arenoso;;S 28°54'25.8'';W 49°20'26.2'';;Carla Lopes, Gabriela;255;84;32;2.77;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;Dep. Genética;;;;TR.1179;;;Ctenomys;minutus;f;195;11:40;15;4;2008;;Ilhas, SC;;Campo Arenoso;;S 28°54'28.5'';W 49°20'28.6'';;Carla Lopes, Gabriela;253;76;34;2.84;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;Dep. Genética;;;;TR.1180;;;Ctenomys;minutus;f;200;11:50;15;4;2008;;Ilhas, SC;;Campo Arenoso;;S 28°54'24.1'';W 49°20'27.3'';;Carla Lopes, Gabriela;260;82;34;2.9;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;Dep. Genética;;;;TR.1181;;;Ctenomys;minutus;m;150;12:20;16;4;2008;;Capão Novo;;Dunas;;S 29°40'53.3'';W 49°58'08.9'';;Carla Lopes, Fabiano, Gabriela;235;71;34;2.61;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dep. Genética;Dep. Genética;;;;TR.1182;;;Ctenomys;minutus;m;315;12:45;16;4;2008;;Capão Novo;;Dunas;;S 29°40'50.9'';W 49°58'08.4'';;Carla Lopes, Fabiano, Gabriela;280;77;33;2.8;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1183;;;Ctenomys;torquatus;f;235;11:00;18;4;2008;;Cacequi;;;;S 29°53'48'';W 54°48'25,9'';;Fabiana, Simone e Paula ;184;76;35;2,85 UD;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pelo, crânio, cariótipo
;;;;;TR.1184;;;Ctenomys;torquatus;m;220;12:00;18;4;2008;;Cacequi;;;;S 29°53'44,9'';W 54°48'26,9'';;Fabiana, Simone e Paula ;182;77;34;3,2 UD;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pelo, crânio, cariótipo
;;;;;TR.1185;;;Ctenomys;torquatus;f;165;;18;4;2008;;Cacequi;;;;S 29°53'48,4'';W 54°48'27,7'';;Fabiana, Simone e Paula ;167;78;32;2,72 UD;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA
;;;;;TR.1186;;;Ctenomys;torquatus;f;230;;18;4;2008;;Cacequi;;;;S 29°53'47,4'';W 54°48'30,2'';;Fabiana, Simone e Paula ;184;80;35;3,05 UD;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pelo, crânio, cariótipo
;;;;;TR.1187;;;Ctenomys;torquatus;f;235;;18;4;2008;;Cacequi;;;;S 29°53'48,7'';W 54°48'28,5'';;Fabiana, Simone e Paula ;172;85;35;2,95 UD;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA; vagina perfurada
;;;;;TR.1188;;;Ctenomys;torquatus;m;320;;18;4;2008;;Cacequi;;;;S 29°53'48'';W 54°48'29,9'';;Fabiana, Simone e Paula ;180;81;35;3,36 UD;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA
;;;;;TR.1189;;;Ctenomys;torquatus;f;275;;18;4;2008;;Santa Maria;;;;S 29°55'31,6'';W 53°43'59,0'';;Fabiana, Simone e Paula ;182;77;33;2,72 UD;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA
;;;;;TR.1190;;;Ctenomys;torquatus;m;350;;19;4;2008;;Santa Maria;;;;S 29°55'33,4'';W 53°43'57,7'';;Fabiana, Simone e Paula ;199;80;36;3,36 UD;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA
;;;;;TR.1191;;;Ctenomys;torquatus;m;230;;19;4;2008;;Santa Maria;;;;S 29°55'28,2'';W 53°44'0,2'';;Fabiana, Simone e Paula ;170;74;34;2,95 UD;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA
;;;;;TR.1192;;;Ctenomys;torquatus;f;205;;19;4;2008;;Santa Maria;;;;S 29°55'34,1'';W 53°43'58,3'';;Fabiana, Simone e Paula ;178;78;33;5,0 UD;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA
;;;;;TR.1193;;;Ctenomys;torquatus;m;200;;19;4;2008;;Santa Maria;;;;S 29°55'27,5'';W 53°43'59,6'';;Fabiana, Simone e Paula ;167;77;36;3,13 UD;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA
;;;;;TR.1194;;;Ctenomys;torquatus;f;200;;19;4;2008;;Santa Maria;;;;S 29°55'28,7'';W 53°43'56,6'';;Fabiana, Simone e Paula ;174;81;31;2,93 UD;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA
;;;;;TR.1195;;;Ctenomys;torquatus;f;275;;11;11;2008;;Santa Maria;;;;S 29°55'28,5'';W 53°43'56,1'';;Fabiana, Simone e Paula ;191;78;30;3,08 UD;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;orelha e cauda para extração de DNA
;;;;;TR.1196;;;Ctenomys;torquatus;m;;14:40;11;11;2008;;General Câmara;;;;S 29°55'07,09'';W 51°53'29,08'';;Thales, Gislene, Carla, Francisco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1197;;;Ctenomys;torquatus;f;;15:00;11;11;2008;;General Câmara;;;;S 29°55'07,09'';W 51°53'27,01'';;Thales, Gislene, Carla, Francisco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1198;;;Ctenomys;torquatus;f;;;11;11;2008;;General Câmara;;;;S 29°55'07,08'';W 51°53'28,02'';;Thales, Gislene, Carla, Francisco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;mamas aparentes
;;;;;TR.1199;;;Ctenomys;torquatus;m;;16:00;11;11;2008;;General Câmara;;;;S 29°55'06,09'';W 51°53'27,03'';;Thales, Gislene, Carla, Francisco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1200;;;Ctenomys;;m;200;;17;3;2009;;Santa Marta;;;;S 28°35'53,70'';W 48°50'17,92'';;Thales, Gabriela, Patricia e Carla;25.5;7.2;3.02;;3.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;solto
;;;;;TR.1201;;;Ctenomys;;f;160;;17;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;225;70;35;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;morto
;;;;;TR.1202;;;Ctenomys;;m;;;17;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cariotipado
;;;;;TR.1203;;;Ctenomys;;m;;;17;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cariotipado
;;;;;TR.1204;;;Ctenomys;;f;;;17;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cariotipado
;;;;;TR.1205;;;Ctenomys;;m;;;17;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cariotipado
;;;;;TR.1206;;;Ctenomys;;f;;;17;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cheio de vermes; cariotipado
;;;;;TR.1207;;;Ctenomys;;f;;;17;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cheio de vermes; morto
;;;;;TR.1208;;;Ctenomys;minutus;f;;;17;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;com vermes; morreu na caixa
;;;;;TR.1209;;;Ctenomys;minutus;f;170;;18;3;2009;;Santa Marta;;;;S 28°35'48,95'';W 48°49'07,63'';;Thales, Gabriela, Patricia e Carla;22;70;32;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1210;;;Ctenomys;minutus;m;330;;18;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;301;80;37;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1211;;;Ctenomys;;f;240;;18;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;360;85;33;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1212;;;Ctenomys;;m;220;;18;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;250;80;35;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1213;;;Ctenomys;;m;240;;18;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;240;75;34;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1214;;;Ctenomys;;f;200;;18;3;2009;;Santa Marta;;;;;;;Thales, Gabriela, Patricia e Carla;260;76;35;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1215;;;Ctenomys;;m;190;;19;3;2009;;Morro dos Conventos;;;;S 28°56'38,74'';W 49°21'50,46'';;Thales, Gabriela, Patricia e Carla;240;75;34;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;solto só orelha
;;;;;TR.1216;;;Ctenomys;;f;120;;19;3;2009;;Morro dos Conventos;;;;;;;Thales, Gabriela, Patricia e Carla;280;75;35;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;solto só orelha
;;;;;TR.1217;;;Ctenomys;;f;220;;19;3;2009;;Morro dos Conventos;;;;;;;Thales, Gabriela, Patricia e Carla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cariotipado
;;;;;TR.1218;;;Ctenomys;minutus;f;120;;19;3;2009;;Morro dos Conventos;;;;;;;Thales, Gabriela, Patricia e Carla;245;75;37;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cariotipado
;;;;;TR.1219;;;Ctenomys;;m;240;13:20;5;5;2009;;Lagoa dos Barros;;;;S 29°54'37,7'';W 50°25'31,7'';;Carla, Patricia, Simone, Loreci;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1220;;;Ctenomys;;f;210;13:21;5;5;2009;;Lagoa dos Barros;;;;;;;Carla, Patricia, Simone, Loreci;245;78;33;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1221;;;Ctenomys;;f;180;13:21;5;5;2009;;Lagoa dos Barros;;;;;;;Carla, Patricia, Simone, Loreci;240;80;32;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1222;;;Ctenomys;;f;230;13:30;5;5;2009;;Lagoa dos Barros;;;;;;;Carla, Patricia, Simone, Loreci;250;80;33;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1223;;;Ctenomys;;m;330;14:10;5;5;2009;;Lagoa dos Barros;;;;;;;Carla, Patricia, Simone, Loreci;390;90;43;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1224;;;Ctenomys;minutus;f;190;14:30;5;5;2009;;Lagoa dos Barros;;;;;;;Carla, Patricia, Simone, Loreci;250;85;32;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1225;;;Ctenomys;;f;230;15:00;5;5;2009;;Lagoa dos Barros;;;;;;;Carla, Patricia, Simone, Loreci;260;79;32;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1226;;;Ctenomys;;m;250;;5;5;2009;;Lagoa dos Barros;;;;;;;Carla, Patricia, Simone, Loreci;260;83;36;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1227;;;Ctenomys;;f;250;;25;6;2009;;Lagoa dos Barros;;;;S 29°55'53,1'';W 50°25'26,7'';;Carla, Simone, Darlise, Luciano;265;80;33;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1228;;;Ctenomys;minutus;f;225;;25;6;2009;;Lagoa dos Barros;;;;;;;Carla, Simone, Darlise, Luciano;265;85;33;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1229;;;Ctenomys;;m;260;;25;6;2009;;Lagoa dos Barros;;;;;;;Carla, Simone, Darlise, Luciano;285;25;36;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1230;;;Ctenomys;minutus;m;140;;25;6;2009;;Lagoa dos Barros;;;;;;;Carla, Simone, Darlise, Luciano;245;87;34;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1231;;;Ctenomys;;f;225;;25;6;2009;;Lagoa dos Barros;;;;;;;Carla, Simone, Darlise, Luciano;260;78;32;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1232;;;Ctenomys;;f;245;;25;6;2009;;Lagoa dos Barros;;;;;;;Carla, Simone, Darlise, Luciano;280;85;33;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1233;;;Ctenomys;;f;265;;25;6;2009;;Lagoa dos Barros;;;;;;;Carla, Simone, Darlise, Luciano;275;80;36;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1234;;;Ctenomys;;f;140;;25;6;2009;;Lagoa dos Barros;;;;;;;Carla, Simone, Darlise, Luciano;220;70;31;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1235;;;Ctenomys;torquatus;f;250;12:00;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°28'58";W56°38'09";;;230;70;32;;35;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1236;;;Ctenomys;torquatus;f;200;;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°28'55";W56°38'09";;;260;70;34;;37;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1237;;;Ctenomys;torquatus;f;215;;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°29'02";W56°38'10";;;260;75;35;;37;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1238;;;Ctenomys;torquatus;f;190;;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°28'58";W56°38'10";;;250;70;32;;36;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1239;;;Ctenomys;torquatus;f;150;;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°29'01";W56°38'09";;;239;75;32;;36;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jovem morto na armadilha
;;;;;TR.1240;;;Ctenomys;torquatus;m;290;;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°29'01";W56°38'08";;;278;75;33;;37;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1241;;;Ctenomys;torquatus;f;160;;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°28'55";W56°38'13";;;205;65;34;;36;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
